Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto;
496;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474460;15-11-2017;15-11-2017 14:16;0;91770;17436;;;109206;;;;;0;;;;;
497;33;Del Giro;76245828-4;Porsche Chile SpA;1229946;15-11-2017;15-11-2017 14:18;0;526231;99984;;;626215;;;;;0;;;;;
498;33;Del Giro;81915900-9;COOP DE SERVICIOS DE DUENOS DE AUTOTOBUS;94313;15-11-2017;15-11-2017 13:25;0;5629;1069;;;10000;;;;;0;;35;3302;1;
499;33;Del Giro;96364000-5;MMC Chile S.A.;395923;15-11-2017;15-11-2017 14:28;0;13981260;2656439;;;16637699;;;;;0;;;;;
500;33;Del Giro;96364000-5;MMC Chile S.A.;395927;15-11-2017;15-11-2017 14:28;0;16550800;3144652;;;19695452;;;;;0;;;;;
501;33;Del Giro;96364000-5;MMC Chile S.A.;395925;15-11-2017;15-11-2017 14:28;0;17286800;3284492;;;20571292;;;;;0;;;;;
502;33;Del Giro;96364000-5;MMC Chile S.A.;395926;15-11-2017;15-11-2017 14:28;0;16550800;3144652;;;19695452;;;;;0;;;;;
503;33;Del Giro;96364000-5;MMC Chile S.A.;395929;15-11-2017;15-11-2017 14:28;0;16325798;3101902;;;19427700;;;;;0;;;;;
504;33;Del Giro;96364000-5;MMC Chile S.A.;435524;15-11-2017;15-11-2017 14:28;0;89962;17093;;;107055;;;;;0;;;;;
505;33;Del Giro;96364000-5;MMC Chile S.A.;435525;15-11-2017;15-11-2017 14:28;0;44881;8527;;;53408;;;;;0;;;;;
506;33;Del Giro;96364000-5;MMC Chile S.A.;395928;15-11-2017;15-11-2017 14:28;0;11324118;2151582;;;13475700;;;;;0;;;;;
507;33;Del Giro;96364000-5;MMC Chile S.A.;395932;15-11-2017;15-11-2017 14:28;0;17185463;3265238;;;20450701;;;;;0;;;;;
508;33;Del Giro;96364000-5;MMC Chile S.A.;395930;15-11-2017;15-11-2017 14:28;0;16325798;3101902;;;19427700;;;;;0;;;;;
509;33;Del Giro;96364000-5;MMC Chile S.A.;395935;15-11-2017;15-11-2017 14:28;0;13981260;2656439;;;16637699;;;;;0;;;;;
510;33;Del Giro;96364000-5;MMC Chile S.A.;395933;15-11-2017;15-11-2017 14:28;0;18748488;3562213;;;22310701;;;;;0;;;;;
511;33;Del Giro;96364000-5;MMC Chile S.A.;395936;15-11-2017;15-11-2017 14:28;0;16325798;3101902;;;19427700;;;;;0;;;;;
512;33;Del Giro;96364000-5;MMC Chile S.A.;395937;15-11-2017;15-11-2017 14:28;0;17286800;3284492;;;20571292;;;;;0;;;;;
513;33;Del Giro;96364000-5;MMC Chile S.A.;395938;15-11-2017;15-11-2017 14:28;0;16550800;3144652;;;19695452;;;;;0;;;;;
514;33;Del Giro;96364000-5;MMC Chile S.A.;395939;15-11-2017;15-11-2017 14:28;0;16550800;3144652;;;19695452;;;;;0;;;;;
515;33;Del Giro;96364000-5;MMC Chile S.A.;395945;15-11-2017;15-11-2017 14:28;0;8432521;1602179;;;10034700;;;;;0;;;;;
516;33;Del Giro;96364000-5;MMC Chile S.A.;395944;15-11-2017;15-11-2017 14:28;0;12824700;2436693;;;15261393;;;;;0;;;;;
517;33;Del Giro;96364000-5;MMC Chile S.A.;395942;15-11-2017;15-11-2017 14:28;0;12824700;2436693;;;15261393;;;;;0;;;;;
518;33;Del Giro;96364000-5;MMC Chile S.A.;395941;15-11-2017;15-11-2017 14:28;0;12824700;2436693;;;15261393;;;;;0;;;;;
519;33;Del Giro;76245828-4;Porsche Chile SpA;1211702;15-11-2017;15-11-2017 13:34;0;5462773;1037927;;;6500700;;;;;0;;;;;
520;33;Del Giro;76245828-4;Porsche Chile SpA;1211703;15-11-2017;15-11-2017 13:34;0;5521513;1049087;;;6570600;;;;;0;;;;;
521;33;Del Giro;96931150-K;KIA CHILE S.A.;504497;15-11-2017;15-11-2017 14:29;0;72782;13829;;;86611;;;;;0;;;;;
522;33;Del Giro;96364000-5;MMC Chile S.A.;395924;15-11-2017;15-11-2017 14:31;0;17286800;3284492;;;20571292;;;;;0;;;;;
523;33;Del Giro;96364000-5;MMC Chile S.A.;395931;15-11-2017;15-11-2017 14:31;0;17185463;3265238;;;20450701;;;;;0;;;;;
524;33;Del Giro;96364000-5;MMC Chile S.A.;435526;15-11-2017;15-11-2017 14:31;0;573179;108904;;;682083;;;;;0;;;;;
525;33;Del Giro;96364000-5;MMC Chile S.A.;395934;15-11-2017;15-11-2017 14:31;0;11324118;2151582;;;13475700;;;;;0;;;;;
526;33;Del Giro;96364000-5;MMC Chile S.A.;395940;15-11-2017;15-11-2017 14:31;0;17286800;3284492;;;20571292;;;;;0;;;;;
527;33;Del Giro;96364000-5;MMC Chile S.A.;395943;15-11-2017;15-11-2017 14:31;0;12824700;2436693;;;15261393;;;;;0;;;;;
528;33;Del Giro;96931150-K;KIA CHILE S.A.;504496;15-11-2017;15-11-2017 14:31;0;626343;119005;;;745348;;;;;0;;;;;
529;33;Del Giro;96931150-K;KIA CHILE S.A.;504499;15-11-2017;15-11-2017 14:31;0;111576;21199;;;132775;;;;;0;;;;;
530;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163929;15-11-2017;15-11-2017 14:32;0;16643;3162;;;19805;;;;;0;;;;;
531;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163932;15-11-2017;15-11-2017 14:32;0;56705;10774;;;67479;;;;;0;;;;;
532;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163934;15-11-2017;15-11-2017 14:34;0;43473;8260;;;51733;;;;;0;;;;;
533;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163936;15-11-2017;15-11-2017 14:34;0;29334;5573;;;34907;;;;;0;;;;;
534;33;Del Giro;96931150-K;KIA CHILE S.A.;504503;15-11-2017;15-11-2017 14:35;0;8628;1639;;;10267;;;;;0;;;;;
535;33;Del Giro;96364000-5;MMC Chile S.A.;435548;15-11-2017;15-11-2017 14:35;0;125323;23811;;;149134;;;;;0;;;;;
536;33;Del Giro;96364000-5;MMC Chile S.A.;435553;15-11-2017;15-11-2017 14:35;0;5114;972;;;6086;;;;;0;;;;;
537;33;Del Giro;96364000-5;MMC Chile S.A.;435550;15-11-2017;15-11-2017 14:35;0;216124;41064;;;257188;;;;;0;;;;;
538;33;Del Giro;96364000-5;MMC Chile S.A.;435552;15-11-2017;15-11-2017 14:35;0;247167;46962;;;294129;;;;;0;;;;;
539;33;Del Giro;96364000-5;MMC Chile S.A.;435551;15-11-2017;15-11-2017 14:35;0;247167;46962;;;294129;;;;;0;;;;;
540;33;Del Giro;96364000-5;MMC Chile S.A.;435554;15-11-2017;15-11-2017 14:35;0;232444;44164;;;276608;;;;;0;;;;;
541;33;Del Giro;96364000-5;MMC Chile S.A.;435549;15-11-2017;15-11-2017 14:35;0;7030;1336;;;8366;;;;;0;;;;;
542;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1126871;15-11-2017;15-11-2017 13:41;0;179346;34076;;;213422;;;;;0;;;;;
543;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362130;15-11-2017;15-11-2017 14:36;0;137510;26127;;;163637;;;;;0;;;;;
544;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362131;15-11-2017;15-11-2017 14:36;0;106617;20257;;;126874;;;;;0;;;;;
545;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362132;15-11-2017;15-11-2017 14:36;0;241724;45928;;;287652;;;;;0;;;;;
546;33;Del Giro;76832940-0;Newco Motor Chile S.A.;129204;15-11-2017;15-11-2017 14:36;0;7981;1516;;;9497;;;;;0;;;;;
547;33;Del Giro;76047103-8;Gestion Regional de Medios S.A.;103089;15-11-2017;15-11-2017 14:39;0;62500;11875;;;74375;;;;;0;;;;;
548;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248365;15-11-2017;15-11-2017 14:41;0;33251;6318;;;39569;;;;;0;;;;;
549;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163937;15-11-2017;15-11-2017 14:41;0;297669;56557;;;354226;;;;;0;;;;;
550;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163940;15-11-2017;15-11-2017 14:41;0;42194;8017;;;50211;;;;;0;;;;;
551;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163941;15-11-2017;15-11-2017 14:41;0;228572;43429;;;272001;;;;;0;;;;;
552;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163942;15-11-2017;15-11-2017 14:41;0;25135;4776;;;29911;;;;;0;;;;;
553;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163943;15-11-2017;15-11-2017 14:41;0;121013;22992;;;144005;;;;;0;;;;;
554;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163945;15-11-2017;15-11-2017 14:41;0;21744;4131;;;25875;;;;;0;;;;;
555;33;Del Giro;96931150-K;KIA CHILE S.A.;504515;15-11-2017;15-11-2017 14:45;0;292846;55641;;;348487;;;;;0;;;;;
556;33;Del Giro;76245828-4;Porsche Chile SpA;1229952;15-11-2017;15-11-2017 14:47;0;142670;27107;;;169777;;;;;0;;;;;
557;33;Del Giro;5093979-0;DAVID ENRIQUE BENITEZ MARTINEZ;2529;15-11-2017;15-11-2017 14:47;0;18487;3513;;;22000;;;;;0;;;;;
558;33;Del Giro;96931150-K;KIA CHILE S.A.;504516;15-11-2017;15-11-2017 14:47;0;259764;49355;;;309119;;;;;0;;;;;
559;33;Del Giro;96931150-K;KIA CHILE S.A.;504517;15-11-2017;15-11-2017 14:47;0;48166;9152;;;57318;;;;;0;;;;;
560;33;Del Giro;96931150-K;KIA CHILE S.A.;504524;15-11-2017;15-11-2017 14:50;0;128548;24424;;;152972;;;;;0;;;;;
561;33;Del Giro;96931150-K;KIA CHILE S.A.;504529;15-11-2017;15-11-2017 14:52;0;91548;17394;;;108942;;;;;0;;;;;
562;33;Del Giro;96931150-K;KIA CHILE S.A.;504531;15-11-2017;15-11-2017 14:52;0;137051;26040;;;163091;;;;;0;;;;;
563;33;Del Giro;96931150-K;KIA CHILE S.A.;504480;15-11-2017;15-11-2017 14:02;0;82824;15737;;;98561;;;;;0;;;;;
564;33;Del Giro;76246364-4;COMERCIAL AG LTDA.;7053;15-11-2017;15-11-2017 14:02;0;7429;1412;;;10000;;;;;0;;28;1159;0;
565;33;Del Giro;96931150-K;KIA CHILE S.A.;504544;15-11-2017;15-11-2017 14:58;0;570312;108359;;;678671;;;;;0;;;;;
566;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163951;15-11-2017;15-11-2017 14:59;0;204694;38892;;;243586;;;;;0;;;;;
567;33;Del Giro;76245828-4;Porsche Chile SpA;1229935;15-11-2017;15-11-2017 14:14;0;338748;64362;;;403110;;;;;0;;;;;
568;33;Del Giro;76245828-4;Porsche Chile SpA;1229943;15-11-2017;15-11-2017 14:15;0;433024;82275;;;515299;;;;;0;;;;;
569;33;Del Giro;76245828-4;Porsche Chile SpA;1229944;15-11-2017;15-11-2017 14:15;0;38314;7280;;;45594;;;;;0;;;;;
570;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163955;15-11-2017;15-11-2017 15:02;0;216159;41070;;;257229;;;;;0;;;;;
571;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248390;15-11-2017;15-11-2017 15:02;0;432138;82106;;;514244;;;;;0;;;;;
572;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1126877;15-11-2017;15-11-2017 14:19;0;21431;4072;;;25503;;;;;0;;;;;
573;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1126879;15-11-2017;15-11-2017 14:21;0;40282;7654;;;47936;;;;;0;;;;;
574;33;Del Giro;76595379-0;TRANSPORTES Z&R SPA;127;15-11-2017;15-11-2017 15:10;0;148000;28120;;;176120;;;;;0;;;;;
575;33;Del Giro;77977880-0;COMERCIAL BIZHER SPA;7018;15-11-2017;15-11-2017 15:13;0;46219;8782;;;55001;;;;;0;;;;;
576;33;Del Giro;76047103-8;Gestion Regional de Medios S.A.;103085;15-11-2017;15-11-2017 14:39;0;20000;3800;;;23800;;;;;0;;;;;
577;33;Del Giro;76047103-8;Gestion Regional de Medios S.A.;103087;15-11-2017;15-11-2017 14:39;0;30000;5700;;;35700;;;;;0;;;;;
578;33;Del Giro;76595379-0;TRANSPORTES Z&R SPA;128;15-11-2017;15-11-2017 15:17;0;308000;58520;;;366520;;;;;0;;;;;
579;33;Del Giro;77446500-6;RESTAURANTES INTERNACIONALES LIMITADA;3292;15-11-2017;15-11-2017 15:17;1;78823;14976;;;93800;;;;;0;;;;;
580;33;Del Giro;78610360-6;COM. E INDUSTRIAL NOVA SEGURIDAD LTDA.;753112;15-11-2017;15-11-2017 15:18;0;17880;3397;;;21277;;;;;0;;;;;
581;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248366;15-11-2017;15-11-2017 14:41;0;1168967;222104;;;1391071;;;;;0;;;;;
582;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474499;15-11-2017;15-11-2017 15:18;0;231309;43949;;;275258;;;;;0;;;;;
583;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474502;15-11-2017;15-11-2017 15:18;0;86717;16476;;;103193;;;;;0;;;;;
584;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474501;15-11-2017;15-11-2017 15:18;0;323137;61396;;;384533;;;;;0;;;;;
585;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474503;15-11-2017;15-11-2017 15:18;0;9800;1862;;;11662;;;;;0;;;;;
586;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474500;15-11-2017;15-11-2017 15:18;0;220794;41951;;;262745;;;;;0;;;;;
587;33;Del Giro;5093979-0;DAVID ENRIQUE BENITEZ MARTINEZ;2528;15-11-2017;15-11-2017 14:42;0;29412;5588;;;35000;;;;;0;;;;;
588;33;Del Giro;78610360-6;COM. E INDUSTRIAL NOVA SEGURIDAD LTDA.;753113;15-11-2017;15-11-2017 15:19;0;23840;4530;;;28370;;;;;0;;;;;
589;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248373;15-11-2017;15-11-2017 14:44;0;6076;1154;;;7230;;;;;0;;;;;
590;33;Del Giro;96364000-5;MMC Chile S.A.;435568;15-11-2017;15-11-2017 15:21;0;125752;23893;;;149645;;;;;0;;;;;
591;33;Del Giro;96364000-5;MMC Chile S.A.;435569;15-11-2017;15-11-2017 15:21;0;122202;23218;;;145420;;;;;0;;;;;
592;33;Del Giro;96364000-5;MMC Chile S.A.;435570;15-11-2017;15-11-2017 15:21;0;191928;36466;;;228394;;;;;0;;;;;
593;33;Del Giro;96364000-5;MMC Chile S.A.;435575;15-11-2017;15-11-2017 15:21;0;151356;28758;;;180114;;;;;0;;;;;
594;33;Del Giro;96364000-5;MMC Chile S.A.;435572;15-11-2017;15-11-2017 15:21;0;327867;62295;;;390162;;;;;0;;;;;
595;33;Del Giro;96364000-5;MMC Chile S.A.;435574;15-11-2017;15-11-2017 15:21;0;48728;9258;;;57986;;;;;0;;;;;
596;33;Del Giro;96364000-5;MMC Chile S.A.;435571;15-11-2017;15-11-2017 15:21;0;405894;77120;;;483014;;;;;0;;;;;
597;33;Del Giro;96364000-5;MMC Chile S.A.;435573;15-11-2017;15-11-2017 15:21;0;44175;8393;;;52568;;;;;0;;;;;
598;33;Del Giro;96364000-5;MMC Chile S.A.;435576;15-11-2017;15-11-2017 15:21;0;349795;66461;;;416256;;;;;0;;;;;
599;33;Del Giro;96364000-5;MMC Chile S.A.;435577;15-11-2017;15-11-2017 15:21;0;74535;14162;;;88697;;;;;0;;;;;
600;33;Del Giro;96364000-5;MMC Chile S.A.;435580;15-11-2017;15-11-2017 15:21;0;193241;36716;;;229957;;;;;0;;;;;
601;33;Del Giro;96364000-5;MMC Chile S.A.;435579;15-11-2017;15-11-2017 15:21;0;344465;65448;;;409913;;;;;0;;;;;
602;33;Del Giro;96364000-5;MMC Chile S.A.;435578;15-11-2017;15-11-2017 15:21;0;177318;33690;;;211008;;;;;0;;;;;
603;33;Del Giro;96364000-5;MMC Chile S.A.;435582;15-11-2017;15-11-2017 15:21;0;28167;5352;;;33519;;;;;0;;;;;
604;33;Del Giro;96364000-5;MMC Chile S.A.;435581;15-11-2017;15-11-2017 15:21;0;11230;2134;;;13364;;;;;0;;;;;
605;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248403;15-11-2017;15-11-2017 15:21;0;162758;30924;;;193682;;;;;0;;;;;
606;33;Del Giro;76245828-4;Porsche Chile SpA;1229963;15-11-2017;15-11-2017 14:47;0;43184;8205;;;51389;;;;;0;;;;;
607;33;Del Giro;76245828-4;Porsche Chile SpA;1229961;15-11-2017;15-11-2017 14:47;0;250026;47505;;;297531;;;;;0;;;;;
608;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248388;15-11-2017;15-11-2017 14:48;0;112979;21466;;;134445;;;;;0;;;;;
609;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362161;15-11-2017;15-11-2017 15:23;0;16642;3162;;;19804;;;;;0;;;;;
610;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362164;15-11-2017;15-11-2017 15:23;0;19445;3695;;;23140;;;;;0;;;;;
611;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362162;15-11-2017;15-11-2017 15:23;0;209126;39734;;;248860;;;;;0;;;;;
612;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362163;15-11-2017;15-11-2017 15:23;0;23663;4496;;;28159;;;;;0;;;;;
613;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362166;15-11-2017;15-11-2017 15:23;0;80064;15212;;;95276;;;;;0;;;;;
614;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362167;15-11-2017;15-11-2017 15:23;0;748000;142120;;;890120;;;;;0;;;;;
615;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362168;15-11-2017;15-11-2017 15:23;0;154367;29330;;;183697;;;;;0;;;;;
616;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362165;15-11-2017;15-11-2017 15:23;0;45141;8577;;;53718;;;;;0;;;;;
617;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362169;15-11-2017;15-11-2017 15:23;0;57273;10882;;;68155;;;;;0;;;;;
618;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362173;15-11-2017;15-11-2017 15:23;0;26177;4974;;;31151;;;;;0;;;;;
619;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362174;15-11-2017;15-11-2017 15:23;0;99275;18862;;;118137;;;;;0;;;;;
620;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362170;15-11-2017;15-11-2017 15:23;0;720805;136953;;;857758;;;;;0;;;;;
621;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362172;15-11-2017;15-11-2017 15:23;0;19890;3779;;;23669;;;;;0;;;;;
622;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362171;15-11-2017;15-11-2017 15:23;0;65645;12473;;;78118;;;;;0;;;;;
623;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362176;15-11-2017;15-11-2017 15:23;0;475408;90328;;;565736;;;;;0;;;;;
624;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362175;15-11-2017;15-11-2017 15:23;0;97724;18568;;;116292;;;;;0;;;;;
625;33;Del Giro;96931150-K;KIA CHILE S.A.;504566;15-11-2017;15-11-2017 15:24;0;405582;77061;;;482643;;;;;0;;;;;
626;33;Del Giro;76832940-0;Newco Motor Chile S.A.;129210;15-11-2017;15-11-2017 15:26;0;192539;36582;;;229121;;;;;0;;;;;
627;33;Del Giro;76832940-0;Newco Motor Chile S.A.;129212;15-11-2017;15-11-2017 15:26;0;49259;9359;;;58618;;;;;0;;;;;
628;33;Del Giro;76832940-0;Newco Motor Chile S.A.;129211;15-11-2017;15-11-2017 15:26;0;35522;6749;;;42271;;;;;0;;;;;
629;33;Del Giro;84265600-1;COMERCIAL PIO NONO LIMITADA;37257;15-11-2017;15-11-2017 15:26;0;29412;5588;;;35000;;;;;0;;;;;
630;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;78181;15-11-2017;15-11-2017 15:26;0;280237;53245;;;333482;;;;;0;;;;;
631;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;78182;15-11-2017;15-11-2017 15:26;0;115965;22033;;;137998;;;;;0;;;;;
632;33;Del Giro;52004833-2;EDUARDO RAZAZI SERVICIO INTEGRAL AUTOMOTRIZ E I R L;2058;15-11-2017;15-11-2017 14:56;0;235294;44706;;;280000;;;;;0;;;;;
633;33;Del Giro;76595379-0;TRANSPORTES Z&R SPA;130;15-11-2017;15-11-2017 15:30;0;170000;32300;;;202300;;;;;0;;;;;
634;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248402;15-11-2017;15-11-2017 15:07;0;16054;3050;;;19104;;;;;0;;;;;
635;33;Del Giro;96931150-K;KIA CHILE S.A.;504571;15-11-2017;15-11-2017 15:38;0;49695;9442;;;59137;;;;;0;;;;;
636;33;Del Giro;96931150-K;KIA CHILE S.A.;504572;15-11-2017;15-11-2017 15:38;0;18371;3490;;;21861;;;;;0;;;;;
637;33;Del Giro;76265681-7;DISTRIBUIDORA SAN JAVIER S.A.;33285;15-11-2017;15-11-2017 15:44;0;8254;1568;;;15000;;;;;0;;35;5178;0;
638;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248404;15-11-2017;15-11-2017 15:21;0;162758;30924;;;193682;;;;;0;;;;;
639;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248405;15-11-2017;15-11-2017 15:21;0;185195;35187;;;220382;;;;;0;;;;;
640;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248406;15-11-2017;15-11-2017 15:21;0;67196;12767;;;79963;;;;;0;;;;;
641;33;Del Giro;84265600-1;COMERCIAL PIO NONO LIMITADA;37255;15-11-2017;15-11-2017 15:24;0;29412;5588;;;35000;;;;;0;;;;;
642;33;Del Giro;76595379-0;TRANSPORTES Z&R SPA;129;15-11-2017;15-11-2017 15:25;0;286000;54340;;;340340;;;;;0;;;;;
643;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155154;15-11-2017;15-11-2017 15:56;0;50096;9518;;;59614;;;;;0;;;;;
644;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155155;15-11-2017;15-11-2017 15:56;0;74347;14126;;;88473;;;;;0;;;;;
645;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155156;15-11-2017;15-11-2017 15:56;0;57234;10874;;;68108;;;;;0;;;;;
646;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155157;15-11-2017;15-11-2017 15:56;0;3921;745;;;4666;;;;;0;;;;;
647;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155158;15-11-2017;15-11-2017 15:56;0;244093;46378;;;290471;;;;;0;;;;;
648;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155159;15-11-2017;15-11-2017 15:56;0;199257;37859;;;237116;;;;;0;;;;;
649;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155160;15-11-2017;15-11-2017 15:56;0;575572;109359;;;684931;;;;;0;;;;;
650;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155161;15-11-2017;15-11-2017 15:56;0;191713;36425;;;228138;;;;;0;;;;;
651;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1126905;15-11-2017;15-11-2017 15:56;0;123290;23425;;;146715;;;;;0;;;;;
652;33;Del Giro;76631446-5;COMERCIAL C Y P SPA;508;15-11-2017;15-11-2017 16:00;0;128229;24364;;;152593;;;;;0;;;;;
653;33;Del Giro;96931150-K;KIA CHILE S.A.;504578;15-11-2017;15-11-2017 15:47;0;82955;15761;;;98716;;;;;0;;;;;
654;33;Del Giro;76631446-5;COMERCIAL C Y P SPA;507;15-11-2017;15-11-2017 15:54;0;35000;6650;;;41650;;;;;0;;;;;
655;33;Del Giro;96604460-8;Ecolab S.A;1271145;16-11-2017;15-11-2017 16:01;0;61840;11750;;;73590;;;;;0;;;;;
656;33;Del Giro;76245828-4;Porsche Chile SpA;1229986;15-11-2017;15-11-2017 16:08;0;9976;1895;;;11871;;;;;0;;;;;
657;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;392225;15-11-2017;15-11-2017 16:34;0;14405700;2737083;;;17142783;;;;;0;;;;;
658;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6417;15-11-2017;15-11-2017 17:02;0;28990;5508;;;34498;;;;;0;;;;;
659;33;Del Giro;85184600-K;CRUZ Y CIA. LTDA;257674;15-11-2017;15-11-2017 16:42;0;11765;2235;;;14000;;;;;0;;;;;
660;33;Del Giro;77557760-6;REVISIONES TECNICAS OVALLE LIMITADA;15975;15-11-2017;15-11-2017 16:47;0;13487;2563;;;16050;;;;;0;;;;;
661;33;Del Giro;76120846-2;EQUIPAMIENTO Y ACCESORIOS AUTOMOTRICES CONCEPCION LIMITADA;265;15-11-2017;15-11-2017 16:53;0;35000;6650;;;41650;;;;;0;;;;;
662;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6421;15-11-2017;15-11-2017 17:21;0;33890;6439;;;40329;;;;;0;;;;;
663;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6422;15-11-2017;15-11-2017 17:26;0;59980;11396;;;71376;;;;;0;;;;;
664;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6418;15-11-2017;15-11-2017 17:05;0;47490;9023;;;56513;;;;;0;;;;;
665;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6424;15-11-2017;15-11-2017 17:32;0;27490;5223;;;32713;;;;;0;;;;;
666;33;Del Giro;96364000-5;MMC Chile S.A.;435619;15-11-2017;15-11-2017 17:33;0;3031;576;;;3607;;;;;0;;;;;
667;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362221;15-11-2017;15-11-2017 17:35;0;12622;2398;;;15020;;;;;0;;;;;
668;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6426;15-11-2017;15-11-2017 17:38;0;58190;11056;;;69246;;;;;0;;;;;
669;33;Del Giro;76181660-8;PUBLICIDAD DPIMPRESS LTDA;28550;15-11-2017;15-11-2017 17:38;0;27000;5130;;;32130;;;;;0;;;;;
670;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6420;15-11-2017;15-11-2017 17:17;0;218000;41420;;;259420;;;;;0;;;;;
671;33;Del Giro;88446500-1;STARCO S.A.;221280;15-11-2017;15-11-2017 17:45;0;160128;30424;;;190552;;;;;0;;;;;
672;33;Del Giro;7948854-2;FERNANDO MIGUEL DEL CARMEN CASTILLO SEPULVEDA;2677;15-11-2017;15-11-2017 17:26;0;46216;8781;;;54997;;;;;0;;;;;
